question_id,missed_columns_count,extra_columns_count,missed_columns,extra_columns,recall
1098,0,16,{},"{'team_attributes': ['chancecreationshooting', 'defenceteamwidthclass', 'buildupplaypassing', 'chancecreationcrossingclass', 'buildupplaypositioningclass', 'team_fifa_api_id', 'id', 'buildupplaydribblingclass', 'chancecreationshootingclass', 'chancecreationcrossing', 'buildupplaypassingclass', 'defencedefenderlineclass', 'chancecreationpositioningclass'], 'team': ['id', 'team_short_name', 'team_fifa_api_id']}",1.0
1099,0,19,{},"{'player_attributes': ['sliding_tackle', 'agility', 'jumping', 'dribbling', 'overall_rating', 'id', 'shot_power', 'ball_control', 'defensive_work_rate', 'potential', 'marking', 'finishing', 'player_fifa_api_id', 'strength'], 'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight']}",1.0
1100,0,21,{},"{'player_attributes': ['sliding_tackle', 'jumping', 'stamina', 'curve', 'dribbling', 'id', 'long_passing', 'attacking_work_rate', 'balance', 'reactions', 'defensive_work_rate', 'potential', 'finishing', 'marking', 'player_fifa_api_id', 'strength'], 'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight']}",1.0
1101,4,3,"{'""match""': ['away_team_goal', 'away_team_api_id', 'id', 'country_id']}","{'team': ['id', 'team_short_name', 'team_fifa_api_id']}",0.6666666666666666
1102,1,20,{'player_attributes': ['date']},"{'player': ['player_fifa_api_id', 'weight', 'id', 'height'], 'player_attributes': ['volleys', 'agility', 'jumping', 'stamina', 'curve', 'dribbling', 'aggression', 'id', 'long_passing', 'balance', 'reactions', 'potential', 'finishing', 'marking', 'player_fifa_api_id', 'strength']}",0.8333333333333333
1103,1,21,{'player_attributes': ['date']},"{'player_attributes': ['volleys', 'jumping', 'heading_accuracy', 'curve', 'dribbling', 'positioning', 'aggression', 'id', 'reactions', 'balance', 'acceleration', 'potential', 'finishing', 'marking', 'player_fifa_api_id', 'strength'], 'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight']}",0.8333333333333333
1104,1,20,{'player_attributes': ['date']},"{'player_attributes': ['volleys', 'agility', 'jumping', 'short_passing', 'curve', 'dribbling', 'overall_rating', 'positioning', 'id', 'shot_power', 'acceleration', 'marking', 'finishing', 'player_fifa_api_id', 'strength'], 'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight']}",0.8333333333333333
1105,1,21,{'player_attributes': ['date']},"{'player_attributes': ['sliding_tackle', 'volleys', 'agility', 'jumping', 'short_passing', 'gk_kicking', 'curve', 'dribbling', 'overall_rating', 'aggression', 'id', 'defensive_work_rate', 'marking', 'finishing', 'player_fifa_api_id', 'strength'], 'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight']}",0.8333333333333333
1106,1,21,{'player_attributes': ['date']},"{'player_attributes': ['sliding_tackle', 'gk_diving', 'jumping', 'interceptions', 'gk_kicking', 'dribbling', 'aggression', 'gk_reflexes', 'id', 'ball_control', 'attacking_work_rate', 'player_api_id', 'gk_positioning', 'finishing', 'marking', 'strength'], 'player': ['player_api_id', 'birthday', 'height', 'id', 'weight']}",0.8333333333333333
1107,2,21,"{'player as t1': ['date'], 'player_attributes': ['date']}","{'player_attributes': ['gk_diving', 'short_passing', 'jumping', 'gk_kicking', 'curve', 'gk_reflexes', 'id', 'long_passing', 'ball_control', 'player_api_id', 'gk_positioning', 'acceleration', 'potential', 'marking', 'finishing', 'strength'], 'player': ['player_api_id', 'birthday', 'height', 'id', 'weight']}",0.5555555555555555
1108,1,18,{'team_attributes': ['date']},"{'team_attributes': ['defencepressureclass', 'defenceteamwidthclass', 'buildupplaypassing', 'buildupplaydribbling', 'defenceteamwidth', 'buildupplaypositioningclass', 'team_fifa_api_id', 'buildupplayspeed', 'id', 'buildupplaydribblingclass', 'buildupplaypassingclass', 'defencedefenderlineclass', 'chancecreationpositioningclass', 'defenceaggressionclass', 'defencepressure'], 'team': ['id', 'team_short_name', 'team_fifa_api_id']}",0.8333333333333333
1109,1,17,{'team_attributes': ['date']},"{'team_attributes': ['defenceteamwidthclass', 'buildupplaypassing', 'buildupplaydribbling', 'defenceteamwidth', 'buildupplaypositioningclass', 'team_fifa_api_id', 'buildupplayspeed', 'id', 'defenceaggression', 'buildupplaypassingclass', 'defencedefenderlineclass', 'chancecreationpositioningclass', 'buildupplayspeedclass', 'defencepressure'], 'team': ['id', 'team_long_name', 'team_fifa_api_id']}",0.8333333333333333
1110,0,16,{},"{'team_attributes': ['defenceteamwidthclass', 'buildupplaypassing', 'buildupplaydribbling', 'buildupplaypositioningclass', 'team_fifa_api_id', 'buildupplayspeed', 'id', 'defenceaggression', 'buildupplaydribblingclass', 'defencedefenderlineclass', 'chancecreationpositioningclass', 'buildupplayspeedclass', 'defencepressure'], 'team': ['id', 'team_short_name', 'team_fifa_api_id']}",1.0
1111,0,16,{},"{'team_attributes': ['defencepressureclass', 'chancecreationshooting', 'defenceteamwidthclass', 'chancecreationpassing', 'chancecreationcrossingclass', 'buildupplaypositioningclass', 'team_fifa_api_id', 'id', 'buildupplaydribblingclass', 'chancecreationshootingclass', 'chancecreationcrossing', 'buildupplaypassingclass', 'chancecreationpositioningclass'], 'team': ['id', 'team_short_name', 'team_fifa_api_id']}",1.0
1112,0,16,{},"{'team_attributes': ['chancecreationshooting', 'defenceteamwidthclass', 'chancecreationpassing', 'buildupplaypositioningclass', 'defenceteamwidth', 'team_fifa_api_id', 'id', 'chancecreationshootingclass', 'chancecreationcrossing', 'buildupplaypassingclass', 'defencedefenderlineclass', 'chancecreationpositioningclass', 'chancecreationpassingclass'], 'team': ['id', 'team_short_name', 'team_fifa_api_id']}",1.0
1113,1,18,{'team_attributes': ['chancecreationshootingclass']},"{'team_attributes': ['defencepressureclass', 'defenceteamwidthclass', 'defenceteamwidth', 'buildupplaypositioningclass', 'team_fifa_api_id', 'id', 'defenceaggression', 'buildupplaydribblingclass', 'defencedefenderlineclass', 'buildupplaypassingclass', 'chancecreationpositioningclass', 'buildupplayspeedclass', 'defenceaggressionclass', 'defencepressure', 'chancecreationpassingclass'], 'team': ['id', 'team_short_name', 'team_fifa_api_id']}",0.8333333333333333
1114,1,20,{'player_attributes': ['date']},"{'player_attributes': ['volleys', 'gk_diving', 'agility', 'jumping', 'reactions', 'player_api_id', 'stamina', 'acceleration', 'potential', 'curve', 'finishing', 'marking', 'dribbling', 'aggression', 'strength'], 'player': ['player_api_id', 'birthday', 'height', 'id', 'weight']}",0.875
1115,1,21,{'player_attributes': ['date']},"{'player': ['player_api_id', 'birthday', 'height', 'id', 'weight'], 'player_attributes': ['volleys', 'jumping', 'curve', 'dribbling', 'positioning', 'id', 'long_passing', 'ball_control', 'balance', 'player_api_id', 'gk_positioning', 'crossing', 'potential', 'finishing', 'marking', 'strength']}",0.8333333333333333
1116,0,5,{},"{'player': ['player_api_id', 'birthday', 'id', 'player_fifa_api_id', 'weight']}",1.0
1117,0,5,{},"{'player': ['birthday', 'id', 'player_name', 'height', 'player_fifa_api_id']}",1.0
1118,0,5,{},"{'player': ['player_api_id', 'id', 'height', 'player_fifa_api_id', 'weight']}",1.0
1119,0,31,{},"{'match': ['home_player_9', 'away_player_7', 'home_player_8', 'home_player_11', 'away_player_4', 'home_player_7', 'home_player_1', 'home_player_3', 'home_player_6', 'home_player_2', 'id', 'home_player_y11', 'home_player_10', 'away_player_2', 'away_player_1', 'home_player_y10', 'away_player_11', 'away_player_5', 'home_player_y4', 'away_player_3', 'home_player_4', 'away_player_6', 'home_player_y1', 'away_player_10', 'home_player_5', 'away_player_8'], 'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight']}",1.0
1120,0,33,{},"{'match': ['away_player_x7', 'home_player_9', 'away_player_7', 'away_player_x3', 'home_player_8', 'home_player_11', 'away_player_4', 'away_player_9', 'home_player_7', 'home_player_1', 'home_player_3', 'home_player_6', 'home_player_2', 'away_player_x10', 'id', 'away_player_x2', 'away_player_2', 'home_player_10', 'away_player_1', 'away_player_11', 'away_player_3', 'home_player_4', 'away_player_6', 'away_player_10', 'home_player_5', 'home_team_goal', 'away_player_x9', 'away_player_8'], 'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight']}",1.0
1121,1,37,{'null': ['birthday']},"{'match': ['home_player_9', 'home_player_11', 'home_player_7', 'home_player_1', 'id', 'home_player_10', 'away_player_2', 'home_player_y10', 'home_player_x6', 'away_player_5', 'home_player_x10', 'away_player_3', 'home_player_y3', 'away_team_goal', 'home_player_5', 'home_player_y8', 'away_player_7', 'home_player_8', 'away_player_4', 'away_player_9', 'home_player_3', 'home_player_6', 'home_player_2', 'home_player_x2', 'away_player_11', 'home_player_4', 'away_player_6', 'home_player_y1', 'away_player_10', 'home_player_y2', 'away_player_8'], 'player': ['birthday', 'id', 'player_name', 'height', 'player_fifa_api_id', 'weight']}",0.6666666666666666
1122,0,20,{},"{'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight'], 'player_attributes': ['jumping', 'stamina', 'curve', 'positioning', 'aggression', 'id', 'shot_power', 'ball_control', 'balance', 'gk_positioning', 'potential', 'marking', 'finishing', 'player_fifa_api_id', 'strength']}",1.0
1123,0,20,{},"{'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight'], 'player_attributes': ['agility', 'jumping', 'stamina', 'curve', 'dribbling', 'overall_rating', 'aggression', 'id', 'shot_power', 'attacking_work_rate', 'balance', 'marking', 'finishing', 'player_fifa_api_id', 'strength']}",1.0
1124,0,20,{},"{'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight'], 'player_attributes': ['sliding_tackle', 'volleys', 'agility', 'jumping', 'curve', 'aggression', 'id', 'shot_power', 'defensive_work_rate', 'crossing', 'potential', 'marking', 'finishing', 'player_fifa_api_id', 'strength']}",1.0
1125,0,18,{},"{'player': ['player_fifa_api_id', 'weight', 'id', 'height'], 'player_attributes': ['agility', 'jumping', 'stamina', 'curve', 'dribbling', 'overall_rating', 'id', 'long_passing', 'balance', 'gk_positioning', 'acceleration', 'marking', 'player_fifa_api_id', 'strength']}",1.0
1126,2,5,"{'match': ['country_id', 'home_player_1']}","{'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight']}",0.6666666666666666
1127,1,53,{'match': ['country_id']},"{'player_attributes': ['volleys', 'agility', 'jumping', 'curve', 'dribbling', 'overall_rating', 'aggression', 'gk_reflexes', 'id', 'ball_control', 'reactions', 'potential', 'long_shots', 'marking', 'player_fifa_api_id', 'strength'], 'player': ['birthday', 'id', 'player_name', 'height', 'player_fifa_api_id', 'weight'], 'match': ['home_player_9', 'home_player_11', 'home_player_7', 'home_player_1', 'id', 'home_player_y11', 'home_player_10', 'away_player_2', 'away_player_1', 'home_player_y10', 'home_player_x6', 'away_player_5', 'home_player_x10', 'away_player_3', 'home_player_5', 'away_player_7', 'away_player_4', 'away_player_9', 'home_player_3', 'home_player_6', 'home_player_2', 'home_player_y9', 'home_player_x2', 'away_player_11', 'home_player_4', 'away_player_6', 'home_player_y1', 'away_player_10', 'home_player_y2', 'home_player_x9', 'away_player_8']}",0.875
1128,1,36,{'match': ['country_id']},"{'match': ['home_player_x7', 'home_player_9', 'home_player_11', 'home_player_7', 'id', 'away_player_2', 'home_player_10', 'home_team_api_id', 'away_player_1', 'home_player_x6', 'away_player_5', 'away_player_3', 'home_player_5', 'home_player_y8', 'away_team_api_id', 'away_player_7', 'home_player_8', 'away_player_4', 'away_player_9', 'home_player_x8', 'home_player_3', 'home_player_6', 'home_player_2', 'home_player_x2', 'away_player_11', 'home_player_4', 'home_player_y6', 'home_player_y1', 'away_player_6', 'away_player_10', 'away_player_8'], 'player': ['birthday', 'id', 'player_name', 'height', 'player_fifa_api_id']}",0.8333333333333334
1129,0,17,{},"{'team': ['id', 'team_short_name', 'team_fifa_api_id'], 'team_attributes': ['defencepressureclass', 'defenceteamwidthclass', 'buildupplaypassing', 'buildupplaydribbling', 'defenceteamwidth', 'buildupplaypositioningclass', 'team_fifa_api_id', 'buildupplayspeed', 'id', 'buildupplaydribblingclass', 'buildupplaypassingclass', 'defencedefenderlineclass', 'chancecreationpositioningclass', 'defenceaggressionclass']}",1.0
1130,0,17,{},"{'team': ['id', 'team_long_name', 'team_fifa_api_id'], 'team_attributes': ['chancecreationshooting', 'defenceteamwidthclass', 'chancecreationpassing', 'buildupplaypassing', 'defenceteamwidth', 'buildupplaypositioningclass', 'chancecreationcrossingclass', 'team_fifa_api_id', 'id', 'chancecreationshootingclass', 'chancecreationcrossing', 'buildupplaypassingclass', 'defencedefenderlineclass', 'chancecreationpositioningclass']}",1.0
1131,1,35,{'match': ['country_id']},"{'player': ['player_api_id', 'birthday', 'player_name', 'player_fifa_api_id', 'weight'], 'match': ['home_player_9', 'away_player_7', 'home_player_8', 'home_player_11', 'away_player_4', 'away_player_9', 'home_player_7', 'home_player_1', 'home_player_3', 'home_player_6', 'home_player_2', 'away_player_2', 'home_player_10', 'away_player_1', 'home_player_y10', 'home_player_x6', 'away_player_11', 'away_player_5', 'home_player_y5', 'away_player_3', 'home_player_4', 'home_player_y3', 'home_player_y6', 'home_player_y1', 'away_player_6', 'away_player_10', 'home_player_5', 'home_player_y2', 'home_player_y8', 'away_player_8']}",0.8333333333333334
1132,0,5,{},"{'player': ['player_api_id', 'birthday', 'id', 'player_fifa_api_id', 'weight']}",1.0
1133,0,4,{},"{'player': ['weight', 'player_fifa_api_id', 'height', 'player_api_id']}",1.0
1134,0,15,{},"{'player_attributes': ['sliding_tackle', 'gk_diving', 'curve', 'dribbling', 'aggression', 'gk_handling', 'balance', 'player_api_id', 'gk_positioning', 'acceleration', 'crossing', 'potential', 'marking', 'player_fifa_api_id', 'strength']}",1.0
1135,0,13,{},"{'player_attributes': ['short_passing', 'agility', 'jumping', 'gk_kicking', 'dribbling', 'shot_power', 'ball_control', 'player_api_id', 'gk_positioning', 'marking', 'finishing', 'player_fifa_api_id', 'strength']}",1.0
1136,0,13,{},"{'player_attributes': ['short_passing', 'jumping', 'gk_kicking', 'curve', 'dribbling', 'long_passing', 'ball_control', 'balance', 'gk_positioning', 'potential', 'marking', 'finishing', 'strength']}",1.0
1137,3,0,"{'player_attributes as t': ['stamina', 'id', 'strength']}",{},0.0
1138,0,1,{},{'league': ['id']},1.0
1139,2,17,"{'match': ['date', 'league_id']}","{'match': ['home_team_api_id', 'home_player_x7', 'home_player_y9', 'home_player_9', 'home_player_10', 'home_player_8', 'home_player_11', 'home_player_x6', 'home_player_7', 'home_player_4', 'home_player_x8', 'home_player_x4', 'home_player_2', 'home_player_x9', 'away_team_api_id', 'id'], 'league': ['country_id']}",0.75
1140,0,19,{},"{'player_attributes': ['sliding_tackle', 'ball_control', 'jumping', 'stamina', 'id', 'curve', 'potential', 'finishing', 'dribbling', 'marking', 'aggression', 'player_fifa_api_id', 'strength', 'shot_power'], 'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight']}",1.0
1141,0,19,{},"{'team_attributes': ['defencepressureclass', 'defenceteamwidthclass', 'buildupplaypassing', 'buildupplaydribbling', 'defenceteamwidth', 'buildupplaypositioningclass', 'team_fifa_api_id', 'buildupplayspeed', 'id', 'defenceaggression', 'buildupplaydribblingclass', 'buildupplaypassingclass', 'defencedefenderlineclass', 'chancecreationpositioningclass', 'defenceaggressionclass', 'defencepressure'], 'team': ['id', 'team_short_name', 'team_fifa_api_id']}",1.0
1142,1,15,{'match': ['league_id']},"{'match': ['stage', 'home_player_x5', 'home_player_11', 'home_player_7', 'home_player_1', 'home_player_6', 'home_player_2', 'away_player_y6', 'home_player_x6', 'away_player_5', 'home_player_y5', 'home_player_y6', 'away_player_6', 'home_player_5'], 'league': ['country_id']}",0.8333333333333333
1143,1,16,{'match': ['league_id']},"{'match': ['home_player_x7', 'home_player_8', 'home_player_11', 'home_player_1', 'home_player_x8', 'home_player_6', 'home_player_2', 'id', 'home_player_y11', 'home_player_10', 'home_player_x2', 'home_player_y10', 'home_player_x6', 'home_player_x10', 'home_player_y8'], 'league': ['country_id']}",0.75
1144,0,19,{},"{'player_attributes': ['volleys', 'ball_control', 'agility', 'jumping', 'balance', 'stamina', 'acceleration', 'potential', 'marking', 'overall_rating', 'dribbling', 'player_fifa_api_id', 'strength', 'shot_power'], 'player': ['birthday', 'id', 'player_name', 'height', 'player_fifa_api_id']}",1.0
1145,0,14,{},"{'league': ['country_id'], 'match': ['home_player_x5', 'home_player_8', 'home_player_11', 'home_player_7', 'home_player_1', 'home_player_6', 'home_player_2', 'home_player_10', 'home_player_x6', 'home_player_y5', 'home_player_y6', 'home_player_5', 'home_player_y8']}",1.0
1146,0,18,{},"{'team': ['id', 'team_short_name', 'team_fifa_api_id'], 'match': ['away_player_y8', 'away_player_x3', 'away_player_4', 'id', 'away_player_x2', 'away_player_2', 'home_team_api_id', 'away_player_1', 'away_player_11', 'away_player_x8', 'away_player_3', 'away_player_10', 'away_player_x4', 'home_team_goal', 'away_player_8']}",1.0
1147,0,21,{},"{'player': ['birthday', 'id', 'height', 'player_fifa_api_id', 'weight'], 'player_attributes': ['agility', 'jumping', 'stamina', 'curve', 'dribbling', 'aggression', 'id', 'shot_power', 'ball_control', 'attacking_work_rate', 'balance', 'potential', 'finishing', 'marking', 'player_fifa_api_id', 'strength']}",1.0
1148,0,20,{},"{'player': ['player_name', 'player_fifa_api_id', 'birthday', 'weight'], 'player_attributes': ['gk_diving', 'agility', 'jumping', 'short_passing', 'stamina', 'curve', 'id', 'shot_power', 'ball_control', 'balance', 'acceleration', 'potential', 'finishing', 'marking', 'player_fifa_api_id', 'strength']}",1.0
1149,0,5,{},"{'patient': ['diagnosis', 'birthday', 'description', 'first date', 'id']}",1.0
1150,0,5,{},"{'patient': ['diagnosis', 'admission', 'description', 'first date', 'id']}",1.0
1151,0,5,{},"{'patient': ['diagnosis', 'description', 'first date', 'sex', 'id']}",1.0
1152,0,5,{},"{'patient': ['birthday', 'description', 'first date', 'sex', 'id']}",1.0
1153,0,18,{},"{'patient': ['admission', 'birthday', 'description', 'first date', 'sex'], 'laboratory': ['pic', 'igm', 'dna-ii', 'iga', 'alp', 'ra', 'c3', 'cpk', 'glu', 'ldh', 'igg', 'u-pro', 'hct']}",1.0
1154,0,14,{},"{'patient': ['admission', 'diagnosis', 'description', 'first date'], 'examination': ['lac', 'diagnosis', 'acl iga', 'acl igg', 'thrombosis', 'ana', 'ana pattern', 'acl igm', 'kct', 'rvvt']}",1.0
1155,0,18,{},"{'patient': ['admission', 'diagnosis', 'description', 'first date'], 'laboratory': ['rbc', 'hgb', 'cre', 'alp', 'cpk', 'ua', 'hct', 'plt', 'c3', 'date', 'igg', 'glu', 't-bil', 'wbc']}",1.0
1156,0,16,{},"{'patient': ['diagnosis', 'admission', 'description', 'first date', 'sex'], 'examination': ['lac', 'acl iga', 'diagnosis', 'acl igg', 'thrombosis', 'symptoms', 'ana', 'ana pattern', 'examination date', 'acl igm', 'kct']}",1.0
1157,0,15,{},"{'patient': ['admission', 'birthday', 'description', 'first date'], 'examination': ['diagnosis', 'lac', 'acl iga', 'acl igg', 'symptoms', 'ana', 'ana pattern', 'examination date', 'acl igm', 'kct', 'rvvt']}",1.0
1158,0,20,{},"{'patient': ['diagnosis', 'admission', 'description', 'first date', 'sex'], 'laboratory': ['hgb', 'rbc', 'cre', 'crp', 'tg', 'u-pro', 'ua', 'hct', 'plt', 'c3', 'ldh', 'date', 'glu', 't-bil', 'wbc']}",1.0
1159,0,18,{},"{'patient': ['admission', 'birthday', 'description', 'first date'], 'laboratory': ['hgb', 'rbc', 'alp', 'u-pro', 'ua', 'hct', 'iga', 'c3', 'ldh', 'date', 'igg', 'glu', 't-bil', 'wbc']}",1.0
1160,0,20,{},"{'patient': ['diagnosis', 'admission', 'birthday', 'description', 'first date'], 'laboratory': ['hgb', 'aptt', 't-cho', 'crp', 'cpk', 'tg', 'alb', 'u-pro', 'ua', 'fg', 'hct', 'plt', 'date', 'pt', 't-bil']}",1.0
1161,0,15,{},"{'examination': ['acl iga', 'lac', 'diagnosis', 'thrombosis', 'ana', 'symptoms', 'ana pattern', 'examination date', 'acl igm', 'kct', 'rvvt'], 'patient': ['diagnosis', 'description', 'sex', 'first date']}",1.0
1162,0,4,{},"{'patient': ['diagnosis', 'birthday', 'first date', 'id']}",1.0
1163,0,5,{},"{'patient': ['diagnosis', 'admission', 'description', 'sex', 'id']}",1.0
1164,0,15,{},"{'patient': ['diagnosis', 'admission', 'birthday', 'description', 'first date'], 'examination': ['lac', 'diagnosis', 'acl iga', 'acl igg', 'symptoms', 'ana', 'ana pattern', 'acl igm', 'kct', 'rvvt']}",1.0
1165,0,20,{},"{'patient': ['diagnosis', 'admission', 'description', 'first date', 'sex'], 'laboratory': ['hgb', 'aptt', 'cre', 't-cho', 'ua', 'fg', 'iga', 'got', 'c3', 'date', 'pt', 'igg', 'gpt', 'glu', 't-bil']}",1.0
1166,0,15,{},"{'examination': ['diagnosis', 'acl iga', 'acl igg', 'lac', 'thrombosis', 'ana', 'ana pattern', 'examination date', 'acl igm', 'kct', 'rvvt'], 'patient': ['admission', 'description', 'sex', 'first date']}",1.0
1167,0,19,{},"{'patient': ['diagnosis', 'admission', 'birthday', 'description', 'first date'], 'laboratory': ['rbc', 'hgb', 'u-pro', 'ua', 'hct', 'igm', 'pic', 'plt', 'c3', 'c4', 'igg', 'glu', 't-bil', 'wbc']}",1.0
1168,0,16,{},"{'laboratory': ['pic', 'hgb', 'tat2', 'aptt', 'c3', 'ssb', 'tat', 'sm', 'glu', 'ua', 't-bil', 'sc170', 'hct'], 'patient': ['admission', 'description', 'sex']}",1.0
1169,0,20,{},"{'patient': ['diagnosis', 'admission', 'birthday', 'description', 'first date'], 'laboratory': ['rbc', 'rf', 'dna-ii', 'hgb', 'alp', 'ra', 'alb', 'u-pro', 'hct', 'iga', 'un', 'date', 'glu', 't-bil', 'wbc']}",1.0
1170,0,15,{},"{'patient': ['diagnosis', 'birthday', 'description', 'sex'], 'examination': ['diagnosis', 'lac', 'acl iga', 'acl igg', 'thrombosis', 'symptoms', 'ana', 'ana pattern', 'acl igm', 'kct', 'rvvt']}",1.0
1171,0,16,{},"{'patient': ['diagnosis', 'admission', 'description', 'first date', 'sex'], 'examination': ['diagnosis', 'acl iga', 'lac', 'acl igg', 'thrombosis', 'symptoms', 'ana', 'ana pattern', 'acl igm', 'kct', 'rvvt']}",1.0
1172,0,20,{},"{'patient': ['diagnosis', 'admission', 'birthday', 'description', 'first date'], 'laboratory': ['tp', 'hgb', 'rbc', 't-cho', 'alb', 'u-pro', 'ua', 'hct', 'igm', 'got', 'c3', 'date', 'gpt', 'glu', 'wbc']}",1.0
1173,0,16,{},"{'patient': ['admission', 'birthday', 'description', 'first date', 'sex'], 'examination': ['diagnosis', 'acl iga', 'acl igg', 'lac', 'symptoms', 'ana', 'thrombosis', 'ana pattern', 'acl igm', 'kct', 'rvvt']}",1.0
1174,0,19,{},"{'laboratory': ['hgb', 'rbc', 'aptt', 'u-pro', 'ua', 'hct', 'pic', 'tat2', 'plt', 'c3', 'pt', 'igg', 't-bil', 'wbc'], 'patient': ['diagnosis', 'admission', 'description', 'first date', 'sex']}",1.0
1175,0,17,{},"{'patient': ['admission', 'description', 'sex', 'first date'], 'laboratory': ['rbc', 'ra', 'alb', 'ua', 'fg', 'hct', 'plt', 'c3', 'ldh', 'gpt', 'glu', 't-bil', 'wbc']}",1.0
1176,0,10,{},"{'examination': ['lac', 'acl iga', 'acl igg', 'diagnosis', 'symptoms', 'thrombosis', 'ana pattern', 'acl igm', 'kct', 'rvvt']}",1.0
1177,0,14,{},"{'laboratory': ['rbc', 'dna-ii', 'alp', 'tg', 'u-pro', 'ua', 'hct', 'plt', 'c3', 'ldh', 'c4', 'igg', 'glu', 't-bil']}",1.0
1178,0,4,{},"{'patient': ['admission', 'id', 'birthday', 'description']}",1.0
1179,0,12,{},"{'examination': ['lac', 'diagnosis', 'symptoms', 'ana', 'thrombosis', 'ana pattern', 'kct', 'rvvt'], 'patient': ['admission', 'birthday', 'first date', 'sex']}",1.0
1180,0,19,{},"{'patient': ['diagnosis', 'admission', 'birthday', 'description', 'first date'], 'laboratory': ['hgb', 'aptt', 'alp', 'cpk', 'tg', 'alb', 'ua', 'hct', 'plt', 'got', 'pt', 'igg', 'glu', 't-bil']}",1.0
1181,0,19,{},"{'laboratory': ['hgb', 'rbc', 'dna-ii', 'cre', 'alp', 'u-pro', 'hct', 'iga', 'got', 'un', 'gpt', 'glu', 't-bil', 'wbc'], 'patient': ['diagnosis', 'admission', 'description', 'first date', 'sex']}",1.0
1182,0,17,{},"{'laboratory': ['sc170', 'iga', 'igg', 't-cho', 'c3', 'sm', 'ssb', 'crp', 'ldh', 'u-pro', 'c4', 't-bil', 'hct'], 'patient': ['admission', 'birthday', 'description', 'sex']}",1.0
1183,0,14,{},"{'patient': ['admission', 'birthday', 'description', 'sex'], 'examination': ['lac', 'acl iga', 'acl igg', 'thrombosis', 'symptoms', 'ana', 'ana pattern', 'acl igm', 'kct', 'rvvt']}",1.0
1184,0,15,{},"{'examination': ['lac', 'diagnosis', 'acl iga', 'acl igg', 'thrombosis', 'ana', 'ana pattern', 'acl igm', 'kct', 'rvvt'], 'patient': ['diagnosis', 'admission', 'description', 'first date', 'sex']}",1.0
1185,0,18,{},"{'patient': ['diagnosis', 'admission', 'description', 'first date', 'sex'], 'laboratory': ['rbc', 'aptt', 'cre', 'ra', 'tg', 'u-pro', 'ua', 'hct', 'tat2', 'c3', 'tat', 'glu', 't-bil']}",1.0
1186,0,10,{},"{'examination': ['lac', 'acl iga', 'acl igg', 'thrombosis', 'symptoms', 'ana', 'ana pattern', 'acl igm', 'kct', 'rvvt']}",1.0
1187,0,13,{},"{'laboratory': ['hgb', 'plt', 'aptt', 'alp', 'got', 'c3', 'cpk', 'pt', 'igg', 'u-pro', 'glu', 't-bil', 'hct']}",1.0
1188,0,3,{},"{'patient': ['diagnosis', 'description', 'first date']}",1.0
1189,0,10,{},"{'examination': ['lac', 'acl iga', 'acl igg', 'diagnosis', 'symptoms', 'ana', 'examination date', 'id', 'kct', 'rvvt']}",1.0
1190,0,14,{},"{'laboratory': ['tp', 'dna', 'dna-ii', 'cre', 'alp', 'crp', 'alb', 'iga', 'un', 'gpt', 'date', 'igg', 'glu', 't-bil']}",1.0
1191,0,3,{},"{'patient': ['admission', 'birthday', 'description']}",1.0
1192,0,19,{},"{'patient': ['diagnosis', 'birthday', 'description', 'first date', 'sex'], 'laboratory': ['rbc', 'hgb', 'aptt', 'crp', 'alb', 'u-pro', 'ua', 'hct', 'plt', 'gpt', 'ldh', 'igg', 'glu', 'wbc']}",1.0
1193,0,15,{},"{'patient': ['admission', 'diagnosis', 'description', 'first date'], 'examination': ['acl iga', 'acl igg', 'diagnosis', 'lac', 'symptoms', 'ana', 'thrombosis', 'examination date', 'acl igm', 'kct', 'rvvt']}",1.0
1194,0,29,{},"{'patient': ['diagnosis', 'admission', 'birthday', 'description', 'first date'], 'examination': ['acl iga', 'acl igg', 'lac', 'symptoms', 'ana', 'thrombosis', 'ana pattern', 'examination date', 'acl igm', 'kct', 'rvvt'], 'laboratory': ['rbc', 'dna-ii', 'plt', 'aptt', 'c3', 'cpk', 'date', 'u-pro', 'gpt', 'pt', 'igg', 'hct', 'rnp']}",1.0
1195,0,18,{},"{'laboratory': ['hgb', 'rbc', 'aptt', 'alp', 'u-pro', 'fg', 'hct', 'igm', 'iga', 'date', 'pt', 'igg', 'glu', 'wbc'], 'patient': ['admission', 'birthday', 'description', 'first date']}",1.0
1196,0,11,{},"{'examination': ['acl iga', 'acl igg', 'lac', 'thrombosis', 'ana', 'ana pattern', 'examination date', 'acl igm', 'id', 'kct', 'rvvt']}",1.0
